交易时间,交易金额,转账附言,渠道,发起方id,发起方年龄,发起方所处地区,接收方ID
2018-01-31 04:31:54,836500,李xx给张xx的钱,普通转账,461,42,黑龙江,49
2018-01-31 04:39:24,417900,-,线下付款,5243,24,安徽,85
2018-01-31 04:42:52,4911700,一季度房租,普通转账,699,21,内蒙古,75
2018-01-31 04:46:48,3926100,-,线下付款,821,38,安徽,69
2018-01-31 05:02:43,906900,-,线下付款,3615,46,广东,77
2018-01-31 05:07:44,2815800,-,线上付款,5317,20,贵州,11
2018-01-31 05:16:53,707300,-,线上付款,117,31,内蒙古,56
2018-01-31 05:17:22,4294800,昨天吃饭AA,普通转账,2893,39,广东,53
2018-01-31 05:19:21,1861500,-,线下付款,5141,25,新疆,15
2018-01-31 05:23:01,2423400,-,线下付款,3300,18,北京,17
2018-01-31 05:25:31,2348100,-,线上付款,2504,40,贵州,78
2018-01-31 05:25:46,2303200,上次买的xx,跨境转账,2762,26,越南,85
2018-01-31 05:30:48,780700,收款,普通转账,2506,30,北京,95
2018-01-31 05:32:14,335400,拿去花,普通转账,2583,48,广东,52
2018-01-31 05:39:58,2089700,-,线下付款,6721,25,贵州,25
2018-01-31 05:42:34,1519000,收款,普通转账,3109,22,贵州,36
2018-01-31 05:45:45,3955700,奖金,普通转账,3153,41,黑龙江,50
2018-01-31 05:47:15,1410900,收款,普通转账,2339,48,黑龙江,62
2018-01-31 05:49:28,4134200,-,线下付款,105,29,四川,12
2018-01-31 05:51:51,3347500,李xx给张xx的钱,普通转账,3271,50,内蒙古,89
2018-01-31 05:53:33,3279200,还给你,普通转账,49,30,四川,4962
2018-01-31 06:15:33,3969200,-,线下付款,5374,28,安徽,21
2018-01-31 06:21:36,2002300,-,线下付款,6643,42,内蒙古,55
2018-01-31 06:27:03,4899100,转账,普通转账,6017,22,四川,48
2018-01-31 06:28:03,1634100,-,线下付款,4453,32,内蒙古,10
2018-01-31 06:37:30,3485100,还给你,普通转账,6353,44,浙江,68
2018-01-31 06:41:41,3755900,还给你,跨境转账,2749,18,柬埔寨,51
2018-01-31 06:45:16,4636100,一季度房租,普通转账,5875,33,贵州,25
2018-01-31 06:54:32,3164200,-,线上付款,3555,29,黑龙江,73
2018-01-31 06:58:18,1553100,-,线下付款,5746,38,重庆,40
2018-01-31 07:05:16,4555700,-,线上付款,4888,45,黑龙江,5
2018-01-31 07:09:34,4241400,水电费,跨境转账,6360,43,美国,86
2018-01-31 07:22:54,1450100,本月生活费,普通转账,3116,41,北京,62
2018-01-31 07:30:59,3672500,-,线下付款,3607,18,重庆,14
2018-01-31 07:31:25,714700,奖金,普通转账,5080,48,云南,84
2018-01-31 07:35:22,4598600,-,线上付款,970,41,贵州,31
2018-01-31 07:36:21,3042300,水电费,普通转账,2126,20,内蒙古,89
2018-01-31 07:45:10,976000,-,线下付款,765,25,贵州,90
2018-01-31 07:51:44,903100,水电费,普通转账,4661,26,贵州,45
2018-01-31 07:52:18,2060700,水电费,普通转账,3802,25,浙江,26
2018-01-31 07:52:56,2161700,劳务费,普通转账,6264,23,新疆,64
2018-01-31 08:04:23,4166800,本月生活费,普通转账,5567,23,四川,23
2018-01-31 08:07:51,3702600,工资,普通转账,5621,33,黑龙江,67
2018-01-31 08:09:22,1179900,拿去花,普通转账,2428,18,云南,22
2018-01-31 08:12:21,912200,奖金,普通转账,904,34,广东,5
2018-01-31 08:20:35,2390300,-,线下付款,330,22,上海,56
2018-01-31 08:29:37,508300,-,线下付款,2581,24,贵州,52
2018-01-31 08:36:48,509400,上次买的xx,普通转账,6491,33,新疆,14
2018-01-31 08:44:41,3596000,-,线下付款,6269,29,上海,65
2018-01-31 08:54:11,612100,劳务费,普通转账,1628,28,新疆,8
2018-01-31 09:02:36,1921500,一季度房租,普通转账,316,42,上海,83
2018-01-31 09:12:03,405000,-,线上付款,1367,24,内蒙古,52
2018-01-31 09:27:13,20900,-,线下付款,6578,21,广东,56
2018-01-31 09:34:46,4116900,-,线下付款,3877,28,贵州,58
2018-01-31 09:42:29,1427900,工资,普通转账,1701,22,北京,46
2018-01-31 09:49:57,3288500,-,线下付款,5124,37,黑龙江,28
2018-01-31 09:53:27,4187000,-,线下付款,6969,47,安徽,52
2018-01-31 10:04:12,3805800,王xx专用款,普通转账,5001,33,内蒙古,57
2018-01-31 10:16:45,866400,-,线下付款,910,48,内蒙古,74
2018-01-31 10:19:57,4508000,工资,普通转账,707,26,云南,56
2018-01-31 10:20:04,4774500,昨天吃饭AA,普通转账,2930,47,广东,13
2018-01-31 10:21:09,3929100,-,线下付款,932,37,贵州,20
2018-01-31 10:23:00,2946700,昨天吃饭AA,跨境转账,857,27,日本,6
2018-01-31 10:29:02,1887900,-,线下付款,4461,29,新疆,23
2018-01-31 10:33:30,4739800,利息,普通转账,4366,37,黑龙江,63
2018-01-31 10:34:50,3495700,一季度房租,普通转账,5780,20,新疆,64
2018-01-31 10:36:56,2599100,-,线下付款,5067,46,广东,13
2018-01-31 10:37:40,2101300,-,线下付款,1435,18,广东,82
2018-01-31 10:40:23,1417000,-,线下付款,1015,20,贵州,72
2018-01-31 10:41:12,713200,-,线下付款,333,40,贵州,7
2018-01-31 10:42:13,1515600,李xx给张xx的钱,普通转账,1060,48,内蒙古,21
2018-01-31 10:44:29,1108500,-,线下付款,3506,42,广东,13
2018-01-31 10:47:27,3730200,还钱,普通转账,5623,43,重庆,36
2018-01-31 11:01:10,1435000,水电费,普通转账,6683,18,贵州,91
2018-01-31 11:06:20,223200,拿去花,普通转账,2251,47,浙江,55
2018-01-31 11:14:34,793200,-,线下付款,1538,40,内蒙古,28
2018-01-31 11:17:11,4972000,-,线下付款,2052,49,福建,22
2018-01-31 11:18:49,2209600,-,线下付款,2375,45,北京,89
2018-01-31 11:25:33,1786600,劳务费,普通转账,2621,30,重庆,28
2018-01-31 11:25:33,2771700,利息,普通转账,2222,22,四川,21
2018-01-31 11:30:08,4407400,工资,普通转账,2068,39,贵州,83
2018-01-31 11:42:43,1886700,奖金,普通转账,5270,25,北京,87
2018-01-31 11:54:10,1264900,奖金,普通转账,1219,44,四川,15
2018-01-31 11:54:20,2347100,拿去花,普通转账,3034,25,内蒙古,38
2018-01-31 11:59:51,3716600,本月生活费,普通转账,4274,48,福建,55
2018-01-31 12:19:12,2608500,昨天吃饭AA,普通转账,1865,50,浙江,63
2018-01-31 12:24:46,2975000,王xx专用款,普通转账,5158,37,广东,3
2018-01-31 12:26:29,864600,工资,普通转账,2908,44,黑龙江,95
2018-01-31 12:26:58,3107700,利息,普通转账,2097,20,安徽,52
2018-01-31 12:38:53,1611200,-,线下付款,1590,35,安徽,50
2018-01-31 12:43:13,2017200,-,线下付款,590,21,上海,68
2018-01-31 12:45:01,3853600,利息,普通转账,4346,44,广东,52
2018-01-31 12:45:48,4351700,工资,普通转账,3498,50,云南,100
2018-01-31 12:46:45,4535200,-,线下付款,3327,34,云南,62
2018-01-31 12:53:13,3933800,王xx专用款,普通转账,4518,29,内蒙古,100
2018-01-31 13:13:50,3558700,还钱,普通转账,4608,41,浙江,94
2018-01-31 13:20:39,909800,-,线下付款,1275,31,新疆,96
2018-01-31 13:26:50,1287700,一季度房租,普通转账,4038,38,福建,70
2018-01-31 13:29:18,2371700,-,线上付款,3839,27,上海,16
2018-01-31 13:39:35,4487100,本月生活费,普通转账,323,36,北京,13
2018-01-31 13:42:54,264200,-,线下付款,3733,19,广东,14
2018-01-31 13:42:59,190700,利息,普通转账,5730,35,云南,9
2018-01-31 13:43:05,2469200,-,线下付款,3430,41,上海,42
2018-01-31 13:43:46,2980100,-,线下付款,3602,20,新疆,94
2018-01-31 13:48:18,777000,-,线下付款,469,31,新疆,86
2018-01-31 13:59:01,4681400,-,线下付款,6594,45,福建,92
2018-01-31 14:01:07,2743100,本月生活费,普通转账,5558,27,四川,89
2018-01-31 14:04:40,768400,还钱,跨境转账,296,24,美国,6
2018-01-31 14:07:17,4416400,-,线下付款,2336,21,新疆,35
2018-01-31 14:07:52,2987400,昨天吃饭AA,普通转账,3724,49,广东,90
2018-01-31 14:09:11,2831900,还给你,普通转账,262,22,北京,88
2018-01-31 14:22:21,3270000,-,线上付款,190,45,黑龙江,29
2018-01-31 14:24:29,4962600,-,线下付款,4299,29,云南,56
2018-01-31 14:28:22,2117600,还钱,普通转账,5337,19,上海,16
2018-01-31 14:28:39,4468800,-,线下付款,612,31,云南,81
2018-01-31 14:29:30,3458900,-,线上付款,610,41,广东,70
2018-01-31 14:50:30,4949600,-,线下付款,4096,18,上海,74
2018-01-31 14:53:52,1121600,-,线下付款,5997,25,重庆,31
2018-01-31 14:55:22,4621000,拿去花,普通转账,4613,34,上海,65
2018-01-31 14:55:47,2256300,-,线下付款,6159,27,北京,10
2018-01-31 14:55:49,4378800,-,线上付款,6242,23,福建,55
2018-01-31 14:56:58,150000,水电费,普通转账,5921,18,北京,11
2018-01-31 14:57:20,1705600,-,线下付款,2285,38,广东,84
2018-01-31 14:57:49,565700,-,线下付款,1826,36,新疆,100
2018-01-31 15:01:23,674800,-,线上付款,5702,24,重庆,51
2018-01-31 15:03:48,375900,上次买的xx,跨境转账,2486,33,柬埔寨,80
2018-01-31 15:08:19,2938700,拿去花,普通转账,780,22,四川,2
2018-01-31 15:20:04,1344200,-,线下付款,1274,28,浙江,10
2018-01-31 15:23:51,4066900,收款,普通转账,1264,36,内蒙古,77
2018-01-31 15:30:50,4744000,-,线上付款,4047,34,广东,36
2018-01-31 15:36:32,2016900,本月生活费,普通转账,5584,32,上海,57
2018-01-31 15:37:38,1581400,-,线下付款,1872,36,新疆,62
2018-01-31 15:45:14,98100,-,线下付款,6800,50,北京,73
2018-01-31 15:46:42,1956600,利息,普通转账,2013,40,黑龙江,16
2018-01-31 15:47:15,1598600,王xx专用款,普通转账,1877,37,贵州,18
2018-01-31 15:48:47,1374800,-,线下付款,4050,27,安徽,9
2018-01-31 15:51:05,4666000,王xx专用款,普通转账,1743,19,云南,44
2018-01-31 15:53:00,2070000,-,线下付款,4719,36,贵州,1
2018-01-31 15:54:01,2862700,工资,普通转账,3351,42,浙江,84
2018-01-31 16:01:34,4326400,昨天吃饭AA,普通转账,5562,22,四川,38
2018-01-31 16:13:43,2568900,-,线下付款,1107,21,云南,27
2018-01-31 16:19:39,2681300,-,线下付款,915,35,贵州,52
2018-01-31 16:20:13,1855900,-,线下付款,4320,31,安徽,37
2018-01-31 16:26:35,658400,-,线下付款,2112,26,浙江,96
2018-01-31 16:30:10,2894200,王xx专用款,普通转账,2339,23,上海,18
2018-01-31 16:30:28,4121200,本月生活费,普通转账,2842,42,重庆,51
2018-01-31 16:31:43,1337000,-,线下付款,872,37,浙江,58
2018-01-31 16:33:23,1647100,-,线下付款,1987,46,上海,62
2018-01-31 16:36:44,4055300,-,线下付款,163,21,浙江,60
2018-01-31 16:37:33,481700,-,线下付款,3257,30,福建,78
2018-01-31 16:47:34,1052300,工资,普通转账,520,21,四川,50
2018-01-31 16:48:06,4662600,-,线上付款,6037,48,四川,86
2018-01-31 16:49:40,1076300,-,线下付款,894,29,四川,9
2018-01-31 17:08:37,4911300,还钱,跨境转账,4568,40,柬埔寨,6
2018-01-31 17:10:49,1443700,上次买的xx,普通转账,704,27,北京,9
2018-01-31 17:13:59,582600,李xx给张xx的钱,普通转账,6779,46,北京,20
2018-01-31 17:14:32,2669800,一季度房租,普通转账,725,24,黑龙江,75
2018-01-31 17:18:10,2183200,-,线下付款,4250,22,内蒙古,64
2018-01-31 17:20:59,3062600,上次买的xx,普通转账,6508,43,四川,33
2018-01-31 17:24:00,924800,-,线下付款,865,47,贵州,85
2018-01-31 17:27:31,3275400,工资,普通转账,6592,31,北京,36
2018-01-31 17:31:02,2677700,-,线下付款,958,20,安徽,58
2018-01-31 17:35:02,108600,拿去花,普通转账,273,34,内蒙古,3
2018-01-31 17:41:07,2567300,还给你,普通转账,1650,41,福建,66
2018-01-31 17:42:18,4858200,一季度房租,普通转账,4422,27,黑龙江,57
2018-01-31 17:43:31,4052200,奖金,普通转账,2707,41,重庆,63
2018-01-31 17:47:32,3717400,-,线下付款,1107,29,新疆,8
2018-01-31 17:49:18,2425100,水电费,普通转账,1265,43,安徽,84
2018-01-31 17:51:56,4539500,还给你,普通转账,351,29,北京,83
2018-01-31 17:59:38,2498100,还钱,普通转账,6324,46,安徽,86
2018-01-31 18:24:22,3249000,本月生活费,普通转账,1499,30,云南,41
2018-01-31 18:25:25,818200,-,线下付款,5930,27,四川,68
2018-01-31 18:34:12,2311100,水电费,普通转账,1068,36,云南,13
2018-01-31 18:34:18,4742500,-,线下付款,4865,49,新疆,10
2018-01-31 18:40:59,688200,-,线上付款,549,42,广东,21
2018-01-31 18:45:39,4440500,-,线下付款,1548,26,广东,41
2018-01-31 19:07:45,4601600,水电费,普通转账,5771,35,广东,35
2018-01-31 19:08:37,113800,-,线下付款,5119,44,福建,43
2018-01-31 19:09:36,1704300,本月生活费,普通转账,4802,38,新疆,52
2018-01-31 19:15:30,2858300,-,线下付款,2977,30,北京,32
2018-01-31 19:21:01,2125700,奖金,普通转账,1272,32,福建,55
2018-01-31 19:24:57,4736000,收款,跨境转账,3480,44,韩国,59
2018-01-31 19:25:07,1196900,水电费,跨境转账,4072,22,韩国,27
2018-01-31 19:26:19,3071800,-,线上付款,6529,20,浙江,87
2018-01-31 19:32:05,2896400,一季度房租,跨境转账,2797,33,英国,73
2018-01-31 19:32:29,2498100,-,线下付款,4400,45,浙江,26
2018-01-31 19:42:05,186100,还钱,普通转账,3248,36,内蒙古,22
2018-01-31 19:45:55,1195000,上次买的xx,普通转账,1283,50,上海,61
2018-01-31 19:47:44,1718900,-,线下付款,5834,34,浙江,25
2018-01-31 19:48:18,4748000,拿去花,普通转账,6262,35,安徽,15
2018-01-31 19:51:24,2130700,-,线下付款,2323,28,北京,79
2018-01-31 19:53:36,4278400,-,线下付款,1435,19,广东,83
2018-01-31 19:57:49,2161300,-,线下付款,892,34,上海,59
2018-01-31 19:59:53,4789000,还给你,普通转账,5912,23,安徽,30
2018-01-31 20:03:42,523300,昨天吃饭AA,普通转账,5297,49,新疆,72
2018-01-31 20:03:57,1807800,水电费,跨境转账,2456,18,柬埔寨,29
2018-01-31 20:04:16,2107600,-,线下付款,4690,50,重庆,1
2018-01-31 20:07:31,4681000,收款,普通转账,6863,30,内蒙古,59
2018-01-31 20:10:33,4762400,收款,普通转账,1994,48,广东,88
2018-01-31 20:11:09,897600,劳务费,普通转账,3185,43,北京,73
2018-01-31 20:13:55,114900,-,线下付款,6844,33,云南,93
2018-01-31 20:14:59,1642400,转账,跨境转账,3076,36,柬埔寨,86
2018-01-31 20:18:15,1656800,-,线下付款,1675,30,广东,46
2018-01-31 20:19:33,1567600,还钱,普通转账,4808,42,浙江,80
2018-01-31 20:23:55,980900,上次买的xx,普通转账,193,45,北京,57
2018-01-31 20:25:52,3648100,一季度房租,跨境转账,3293,28,日本,80
2018-01-31 20:28:02,4818900,-,线下付款,2566,37,云南,59
2018-01-31 20:28:19,4595400,-,线上付款,5158,23,北京,36
2018-01-31 20:28:47,618800,-,线下付款,5080,37,广东,83
2018-01-31 20:30:07,2774500,-,线下付款,506,48,云南,100
2018-01-31 20:39:06,4645300,本月生活费,普通转账,6957,32,云南,90
2018-01-31 20:40:25,4792600,-,线下付款,3309,43,安徽,48
2018-01-31 20:46:46,4854800,一季度房租,普通转账,4019,38,北京,1
2018-01-31 20:51:23,53600,-,线下付款,6836,34,内蒙古,33
2018-01-31 20:55:14,3921100,-,线下付款,4255,48,上海,52
2018-01-31 20:55:43,3548300,-,线下付款,973,30,安徽,96
2018-01-31 20:56:29,1660100,-,线下付款,4623,31,北京,52
2018-01-31 21:05:23,1462900,王xx专用款,普通转账,740,18,广东,41
2018-01-31 21:19:56,4270700,上次买的xx,普通转账,2178,44,福建,14
2018-01-31 21:24:32,4706200,-,线下付款,5338,20,上海,71
2018-01-31 21:25:19,2090800,-,线下付款,6379,22,云南,5
2018-01-31 21:28:00,1411800,-,线下付款,1492,26,安徽,74
2018-01-31 21:36:35,467200,利息,普通转账,871,45,福建,85
2018-01-31 21:38:53,3663300,本月生活费,普通转账,1497,18,内蒙古,85
2018-01-31 21:42:11,3977800,水电费,普通转账,1950,43,黑龙江,52
2018-01-31 21:42:23,3215000,-,线下付款,881,31,内蒙古,85
2018-01-31 21:44:37,327800,拿去花,普通转账,4320,42,上海,80
2018-01-31 21:46:53,1751700,收款,普通转账,2241,44,安徽,83
2018-01-31 21:52:56,745500,-,线下付款,4335,19,浙江,49
2018-01-31 21:59:12,4589800,一季度房租,普通转账,5629,50,安徽,13
2018-01-31 22:02:06,4737800,-,线下付款,3805,27,四川,13
2018-01-31 22:02:33,3651500,水电费,普通转账,4637,44,云南,88
2018-01-31 22:05:13,3296000,-,线下付款,6349,39,福建,91
2018-01-31 22:05:48,4635000,昨天吃饭AA,普通转账,3165,25,黑龙江,84
2018-01-31 22:05:50,2452800,昨天吃饭AA,普通转账,3805,36,黑龙江,89
2018-01-31 22:20:03,3983000,李xx给张xx的钱,普通转账,6773,33,福建,49
2018-01-31 22:21:19,817000,-,线下付款,3607,34,贵州,66
2018-01-31 22:26:03,3837600,-,线下付款,1242,45,上海,38
2018-01-31 22:27:45,2503800,-,线下付款,1850,27,贵州,78
2018-01-31 22:30:12,333300,上次买的xx,普通转账,4863,38,黑龙江,13
2018-01-31 22:30:55,4126800,-,线下付款,2002,41,浙江,82
2018-01-31 22:34:26,1386800,-,线下付款,6275,38,安徽,32
2018-01-31 22:46:01,3063600,昨天吃饭AA,普通转账,2791,37,重庆,89
2018-01-31 22:51:48,1110300,还钱,普通转账,298,35,新疆,95
2018-01-31 22:55:14,1048000,-,线下付款,3657,34,云南,38
2018-01-31 22:57:49,4968000,-,线下付款,2519,33,贵州,22
2018-01-31 23:00:29,3924600,-,线下付款,659,49,云南,28
2018-01-31 23:03:28,658400,-,线下付款,2835,24,贵州,65
2018-01-31 23:10:00,3973900,转账,跨境转账,3165,41,日本,87
2018-01-31 23:29:16,1424400,本月生活费,普通转账,1064,32,上海,25
2018-01-31 23:36:43,80900,收款,普通转账,3531,45,新疆,80
2018-01-31 23:36:58,3211800,一季度房租,普通转账,5308,50,北京,41
2018-01-31 23:39:26,3194200,-,线下付款,3300,39,贵州,77
2018-01-31 23:44:23,243500,转账,普通转账,3662,25,福建,58
2018-01-31 23:54:42,2531900,-,线下付款,861,28,上海,28
2018-01-31 23:57:37,4026200,-,线下付款,1183,29,福建,81
2018-01-31 23:58:30,1259700,-,线下付款,5964,36,内蒙古,29
2018-02-01 00:13:16,2793000,还给你,普通转账,223,36,内蒙古,83
2018-02-01 00:22:35,3411200,-,线下付款,1774,40,黑龙江,69
2018-02-01 00:23:35,4170400,上次买的xx,普通转账,1013,29,四川,10
2018-02-01 00:24:46,3422000,还给你,普通转账,3492,50,上海,65
2018-02-01 00:33:56,818100,利息,跨境转账,1483,47,越南,72
2018-02-01 00:39:58,3564600,还钱,普通转账,3495,22,贵州,80
2018-02-01 00:40:56,3169400,-,线下付款,6970,37,新疆,56
2018-02-01 00:45:22,3339000,工资,跨境转账,1675,39,美国,91
2018-02-01 00:48:08,4732600,李xx给张xx的钱,普通转账,828,25,安徽,61
2018-02-01 00:56:43,3981600,劳务费,普通转账,1520,21,广东,89
2018-02-01 01:00:05,4062700,-,线下付款,636,50,北京,82
2018-02-01 01:05:40,57900,-,线下付款,2555,47,北京,17
2018-02-01 01:09:22,377200,-,线下付款,3028,39,广东,64
2018-02-01 01:20:28,3968100,还钱,普通转账,5064,39,安徽,94
2018-02-01 01:20:43,4989900,工资,普通转账,2536,33,新疆,86
2018-02-01 01:27:22,4734600,奖金,普通转账,6657,27,重庆,66
2018-02-01 01:30:45,2097000,收款,普通转账,1423,43,重庆,23
2018-02-01 01:40:31,2303800,拿去花,跨境转账,5189,44,越南,58
2018-02-01 01:40:50,3311200,工资,普通转账,3303,24,内蒙古,94
2018-02-01 01:40:50,497600,-,线上付款,6498,49,黑龙江,63
2018-02-01 01:42:12,271100,-,线下付款,4527,49,安徽,51
2018-02-01 01:42:35,3888400,利息,跨境转账,4409,22,越南,99
2018-02-01 01:48:30,1609400,昨天吃饭AA,普通转账,3248,19,重庆,49
2018-02-01 01:49:39,1408400,收款,跨境转账,889,33,日本,67
2018-02-01 01:51:09,2366600,-,线下付款,5985,33,安徽,77
2018-02-01 01:51:10,3752600,昨天吃饭AA,普通转账,2751,26,重庆,49
2018-02-01 02:03:48,3487100,奖金,普通转账,1036,33,福建,7
2018-02-01 02:06:27,996800,李xx给张xx的钱,跨境转账,5110,37,英国,35
2018-02-01 02:11:25,825600,-,线上付款,370,27,贵州,46
2018-02-01 02:16:00,1672400,-,线下付款,4002,22,新疆,32
2018-02-01 02:23:52,780900,-,线上付款,91,24,北京,94
2018-02-01 02:25:43,873300,-,线下付款,59,37,广东,49
2018-02-01 02:41:20,1951100,还给你,跨境转账,5499,37,日本,38
2018-02-01 02:42:35,693600,拿去花,跨境转账,1545,31,越南,99
2018-02-01 02:52:40,4064400,-,线下付款,4260,21,重庆,14
2018-02-01 02:52:43,1904500,利息,普通转账,1578,37,贵州,88
2018-02-01 02:54:22,3821500,王xx专用款,普通转账,4220,20,北京,45
2018-02-01 02:56:04,752000,上次买的xx,普通转账,3373,20,福建,59
2018-02-01 03:07:33,633700,-,线下付款,3249,28,云南,45
2018-02-01 03:11:27,2130600,劳务费,普通转账,5756,18,重庆,36
2018-02-01 03:14:24,1940300,-,线下付款,3322,25,上海,62
2018-02-01 03:16:30,394300,-,线下付款,5953,33,安徽,35
2018-02-01 03:22:01,4596600,-,线下付款,2384,18,安徽,73
2018-02-01 03:26:12,1103100,拿去花,跨境转账,5000,48,法国,27
2018-02-01 03:39:30,1021200,利息,普通转账,6545,39,新疆,86
2018-02-01 03:39:49,4560800,-,线上付款,6801,28,北京,33
2018-02-01 03:51:27,2730300,-,线下付款,746,39,贵州,92
2018-02-01 03:55:30,2609800,本月生活费,普通转账,4645,36,北京,31
2018-02-01 04:00:31,3899000,王xx专用款,普通转账,2394,32,福建,93
2018-02-01 04:00:39,3717500,上次买的xx,普通转账,783,32,新疆,22
2018-02-01 04:09:55,519200,李xx给张xx的钱,普通转账,851,48,北京,73
2018-02-01 04:11:42,4028400,-,线下付款,636,22,贵州,80
2018-02-01 04:12:21,2559400,-,线下付款,2889,26,上海,30
2018-02-01 04:21:37,4857700,-,线下付款,6727,23,贵州,40
2018-02-01 04:28:52,2765400,-,线下付款,1228,36,贵州,81
2018-02-01 04:31:01,3958000,-,线下付款,1525,39,安徽,43
2018-02-01 04:32:19,3337500,-,线下付款,3662,28,四川,80
2018-02-01 04:35:33,2343300,水电费,跨境转账,3272,27,美国,14
2018-02-01 04:47:26,1781100,工资,跨境转账,6055,37,柬埔寨,36
2018-02-01 05:13:05,1075600,上次买的xx,普通转账,6484,20,重庆,24
2018-02-01 05:13:55,4653800,本月生活费,普通转账,3995,22,新疆,70
2018-02-01 05:14:48,3874000,工资,普通转账,5165,39,北京,8
2018-02-01 05:20:21,4154600,奖金,普通转账,6444,48,内蒙古,65
2018-02-01 05:20:31,4324100,-,线下付款,3405,29,黑龙江,85
2018-02-01 05:22:29,4801400,-,线下付款,3170,41,福建,80
2018-02-01 05:23:18,4524600,-,线下付款,2928,44,安徽,31
2018-02-01 05:32:34,941500,-,线下付款,5197,48,福建,36
2018-02-01 05:34:02,2555200,奖金,跨境转账,587,44,韩国,6
2018-02-01 05:43:26,2631600,工资,跨境转账,921,42,韩国,61
2018-02-01 06:06:59,2863000,-,线上付款,2332,31,福建,66
2018-02-01 06:10:36,2290900,-,线下付款,1786,41,内蒙古,62
2018-02-01 06:11:24,2563200,-,线下付款,3959,46,四川,31
2018-02-01 06:13:32,156100,水电费,普通转账,6148,34,安徽,56
2018-02-01 06:15:37,640000,转账,普通转账,1533,21,浙江,7
2018-02-01 06:16:33,458900,王xx专用款,普通转账,4701,49,四川,79
2018-02-01 06:23:27,3576500,收款,普通转账,6458,26,新疆,38
2018-02-01 06:27:18,941400,-,线下付款,1316,42,黑龙江,30
2018-02-01 06:27:36,3450500,-,线下付款,3740,31,内蒙古,72
2018-02-01 06:28:23,1376800,本月生活费,普通转账,4119,21,北京,69
2018-02-01 06:30:27,3123900,-,线下付款,5867,25,四川,96
2018-02-01 06:34:01,4786600,本月生活费,普通转账,2509,19,广东,2
2018-02-01 06:39:30,1348900,奖金,跨境转账,5299,30,越南,69
2018-02-01 06:46:30,4978500,-,线下付款,6567,43,上海,40
2018-02-01 06:56:34,1331800,-,线下付款,2772,34,贵州,57
2018-02-01 06:58:25,431700,-,线下付款,5207,38,贵州,61
2018-02-01 07:00:00,1654000,-,线下付款,241,27,贵州,84
2018-02-01 07:03:58,3572000,昨天吃饭AA,普通转账,1348,43,浙江,72
2018-02-01 07:06:07,3635800,-,线上付款,2563,46,黑龙江,85
2018-02-01 07:11:56,4543300,昨天吃饭AA,普通转账,4095,31,安徽,25
2018-02-01 07:12:17,1662000,-,线下付款,2211,24,北京,78
2018-02-01 07:28:29,485700,-,线下付款,6204,26,浙江,37
2018-02-01 07:29:49,210900,还给你,普通转账,3844,42,浙江,70
2018-02-01 07:35:52,582700,李xx给张xx的钱,普通转账,3112,49,安徽,3
2018-02-01 07:46:09,4093800,水电费,普通转账,4052,41,福建,2
2018-02-01 07:52:03,807100,-,线下付款,4065,50,贵州,26
2018-02-01 07:58:02,1018500,王xx专用款,普通转账,6515,37,内蒙古,91
2018-02-01 08:00:38,1948800,-,线下付款,2828,25,上海,100
2018-02-01 08:03:58,2452600,-,线下付款,6597,20,新疆,49
2018-02-01 08:09:15,2355500,劳务费,普通转账,6229,28,安徽,66
2018-02-01 08:09:56,3956300,昨天吃饭AA,普通转账,1290,18,安徽,55
2018-02-01 08:16:05,4427800,一季度房租,普通转账,852,48,贵州,71
2018-02-01 08:19:13,1400200,-,线下付款,4766,33,福建,32
2018-02-01 08:20:25,3250000,李xx给张xx的钱,普通转账,1889,27,浙江,22
2018-02-01 08:22:23,2965500,-,线下付款,203,36,黑龙江,44
2018-02-01 08:32:43,2147800,还给你,普通转账,4313,32,北京,47
2018-02-01 08:40:20,3804200,上次买的xx,普通转账,3751,43,广东,18
2018-02-01 08:44:56,840400,一季度房租,跨境转账,2501,37,英国,36
2018-02-01 08:46:43,1031200,利息,普通转账,2589,29,四川,41
2018-02-01 08:52:06,4268700,-,线下付款,5549,44,广东,6
2018-02-01 09:07:00,2820600,-,线下付款,4132,26,内蒙古,37
2018-02-01 09:13:22,1910700,-,线下付款,4372,28,福建,31
2018-02-01 09:40:03,3727400,上次买的xx,普通转账,5677,21,新疆,29
2018-02-01 09:41:37,2762200,劳务费,普通转账,717,25,内蒙古,13
2018-02-01 09:47:00,1709300,转账,普通转账,4168,18,浙江,30
2018-02-01 09:47:26,2796000,利息,跨境转账,6659,46,越南,39
2018-02-01 09:53:56,2055100,-,线下付款,3120,43,新疆,36
2018-02-01 09:54:21,404700,还钱,跨境转账,186,29,日本,24
2018-02-01 09:58:07,4847300,-,线下付款,1255,43,上海,10
2018-02-01 10:01:18,3463900,昨天吃饭AA,跨境转账,4137,24,英国,71
2018-02-01 10:03:45,2489200,劳务费,普通转账,744,32,云南,52
2018-02-01 10:04:48,2046900,昨天吃饭AA,普通转账,3063,28,浙江,78
2018-02-01 10:08:15,2616900,王xx专用款,普通转账,26,24,内蒙古,63
2018-02-01 10:08:25,1528800,王xx专用款,普通转账,2062,28,四川,64
2018-02-01 10:09:58,4237900,-,线下付款,2786,27,北京,38
2018-02-01 10:10:12,4719900,还给你,普通转账,4961,42,浙江,7
2018-02-01 10:15:31,2259800,-,线下付款,6296,47,新疆,11
